"","FLF-SAMD00096905","FLF-SAMD00096906","FLF-SAMD00096907","PF-SAMD00096908","PF-SAMD00096909","PF-SAMD00096910"
"SVE_0000039150",-1.6752975092656,-2.79547754564105,-0.826501276107144,-1.14851548008898,-2.37153887561055,-1.18326482405786
"SVE_0000096450",2.58926487376275,2.29488180164646,3.35806117423064,1.6513211174927,0.868517710325948,1.20358727794402
"SVE_0000100",5.50990576195216,5.14192570203878,6.20322473273569,3.13643463370289,3.78140603848215,4.08867829151614
"SVE_0000195350",0.802125047445568,1.43987271964621,-0.0687722599231464,2.02939334698823,2.0560273505361,2.07692737384086
"SVE_0000199550",0.213430140503114,-0.152013260093757,1.26612067660155,-1.75451781695115,-1.71580393228553,-2.35978646812527
"SVE_0000200",6.65122293994333,7.78358864852055,6.1962929064614,-0.103029883767527,-1.2977970406342,-1.64143501404987
"SVE_0000204650",-0.414392553468009,-0.543507031253991,0.214226339366161,-0.82401489324745,0.124057568249853,-0.986748823061476
"SVE_0000205350",3.62909229617915,3.94598293385684,3.94782141862525,-4.71711074639744,-3.9099941151258,-3.96980522993846
"SVE_0000282050",-0.989734013084922,0.37544219615352,-1.11279306150421,-4.71725469128732,-3.9099941151258,-2.53767794077643
"SVE_0000300",-5.35022840530735,2.91073407635938,-0.210015511537912,-4.70941702557152,-3.9099941151258,-3.96980502035643
"SVE_0000383350",5.99892335598991,6.53199957028699,6.40871543583058,6.11438456166276,6.43486774939342,6.17573271858818
"SVE_0000390450",-0.443418100074264,-2.64746956515366,-0.274523899581078,-1.5078191583636,-1.97957521315693,-1.23052686053321
"SVE_0000434250",1.7178418772729,1.43572135375272,2.4291853983264,1.06033034355973,1.5963082579114,0.65278843515609
"SVE_0000441550",0.2565791986041,-0.771308343174982,1.71636627403591,0.990757854210162,0.292845878241251,0.744257020036244
"SVE_0000456700",0.328689410902422,-1.27157230773481,0.574900230429485,-1.27285348290312,-1.00732419081935,-0.779612964913753
"SVE_0000462850",-1.68229885544332,-1.55311349858309,-1.77202773678379,-2.77072258377587,-1.75446568246423,-1.85918184630379
"SVE_0000477750",5.82478063827666,5.36482640110528,5.17798777898979,4.15988972805828,3.92398626366375,3.98364811918069
"SVE_0000524150",-1.74010636031134,-1.05060664354116,-1.16962992806051,-0.598012059437011,-2.32790563507139,-0.997078926131862
"SVE_0000526450",-0.149128014569782,0.441415004722134,-0.113917174251285,-0.10319660174754,0.557465335108114,0.0477897456297039
"SVE_0000542450",0.249436925390561,0.254429193352066,0.272461028633231,-0.15305287306991,0.267810391076016,0.281782299620216
"SVE_0000546850",6.29613689701294,6.84973941413889,6.01773734846532,5.489878780287,5.11462350575009,4.964119474103
"SVE_0000569350",1.94908299690497,2.7586500204566,-2.88630777038269,-0.57016696564389,-3.91002222071688,-1.75851459155552
"SVE_0000576650",2.29174354125268,1.56019488116248,2.16852053473031,-0.167823541673027,0.189592908735173,-1.38132781414365
"SVE_0000584150",1.38121554019634,1.27371975828207,0.94305356630847,1.76271093489619,2.49155117003231,2.24686079329332
"SVE_0000625150",0.351397909671603,0.556706421221928,1.34460349459233,-1.32034011701563,-0.173608597257744,-2.47402603355746
"SVE_0000663350",0.373989684670786,-0.870578321092984,-1.17006263580209,-3.19231860609111,-2.21445372604494,-3.96980522993845
"SVE_0000666150",-1.66156805784802,-4.04246168110535,-1.88539374057028,-1.74978116061274,-0.634732888596097,-3.19840477451724
"SVE_0000700",6.77180162836058,6.80245460559375,6.43852456759996,7.71366942221933,8.10808412008778,8.09414021475813
"SVE_0000772150",8.83399430037105,8.50758452133558,8.44880570669456,9.9386100596616,10.5466263691198,10.6247784149797
